,Subject,date_published,review_text,type_of_traveller,seat_type,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,ground_service,wifi_&_connectivity,value_for_money,recommended
1042,royal-air-maroc,2018-01-31 00:08:00,"casablanca to istanbul return. can't ask for a better company, royal air maroc is the best and the crew for my both flights were so perfect. thank you ram for making my flight so pleasant.",Solo Leisure,Business Class,August 2018,Positive,Positive,Positive,Positive,Positive,,Positive,1
1043,royal-air-maroc,2018-01-23 00:08:00,"i had read bad reviews about royal air maroc so i was pleasantly surprised! the flight from manchester to accra via casablanca was fine, the food was good, there was entertainment available if you had a device to link to their wifi and all of my luggage made it! the security check at casablanca was tense and chaotic but that is not the airlines fault. definitely recommended!",Solo Leisure,Economy Class,August 2018,Positive,Neutral,Positive,Neutral,Positive,Positive,Positive,1
1044,royal-air-maroc,2018-01-08 00:08:00,"stockholm to marrakech via casablanca. they cancelled the flight last october with two days notice, without offering even a reason or trying to rebook me on another flight. customer care was initially trying to help, but unable to do so. they agreed to repay the ticket price (this was 9 months ago) but they haven't paid a dime. every time i call them they promise to repay the money, but now they just hang up when i describe my issue. i finally managed to buy the last business class ticket with another airline going to morocco, but i still had my royal air maroc tickets when leaving morocco. that flight was not luckily not cancelled, but seat was dirty and ground staff careless.",Solo Leisure,Economy Class,October 2017,,,,,,,Negative,0
1045,royal-air-maroc,2018-01-17 00:07:00,"they lost my bag. call center was busy all the time, unable to contact them. no priority boarding row for business class in casablanca: stood in line for 30min at the gate and 10min on the stairs of the plane. when asked for explanation ignored by ground personel! seat was filthy, tray table dirty, not cleaned from previous flight leaving casablanca.",Business,Business Class,July 2018,Negative,Positive,Positive,,Negative,,Negative,0
1046,royal-air-maroc,2018-01-09 00:07:00,"casablanca to amsterdam. i travel a lot with royal air maroc. and i can see that every flight is quite different but it's getting way better than before. my flight from casablanca to amsterdam was on of the best flight ever. the crew was professional, the seats were big and the space for feet were all like an exit. it was so confortable and i had the best 3 hours flight ever. the meal was great , the plane was clean, the crew was helpful and i just enjoyed it.",Couple Leisure,Economy Class,July 2018,Positive,Positive,Positive,Positive,Positive,,Positive,1
1047,royal-air-maroc,2018-01-29 00:06:00,"on my flight from marrakech to gatwick via casablanca the flight was consistently delayed and we were given no information - the attendants at the gate either ran away from passengers who were asking what was happening, were rude to them, or  ignored us. they assured us we would not miss our connecting flight to london, as soon as we arrived in casablanca we were met with zero help, and told all flights to london had left for the day. again, desk agents were incredibly rude, ignoring people begging for help. i am 300+ pounds out of pocket paying for their mistakes. they refuse to get in touch with me via email or any other means. they ignore their customers. never fly them! not a single apology was offered to me.",Solo Leisure,Economy Class,May 2018,Negative,Negative,,,Negative,,Negative,0
1048,royal-air-maroc,2018-01-23 00:06:00,"flew paris to rabat. i always enjoy flying with royal air maroc, most of the time there is no delay, the cabin staff service is really good and the food is not bad. the only thing that needs improvement is the new app sky-ram (it need more music / more movies / newspapers / more games). safar flyer program is also really interesting. i strongly recommend flying with royal air maroc!",Couple Leisure,Economy Class,June 2018,Positive,Positive,Positive,Negative,Positive,Positive,Positive,1
1049,royal-air-maroc,2018-01-04 00:06:00,casablanca to paris. flight arrived 5 minutes in advance to paris. the entertainment service is not working for movies and music is very poor (only 2 choices). cleanliness of the plane is ok plane was not full. this flight is less expensive than the one of monday.,Business,Economy Class,June 2018,Positive,Positive,,Negative,Positive,Positive,Positive,1
1050,royal-air-maroc,2018-01-03 00:06:00,"istanbul to casablanca. flight was punctual. information provided before boarding and during flight regarding departure time, arrival time, flight conditions were correct and reliable. meals and beverages served are varied and balanced. cabin crew are available, helpful and kind. i recommend this flight. the skyram service is really amazing, you can watch films, listen to music and play games directly on your cell phone or ipad.",Business,Economy Class,May 2018,Positive,Positive,Positive,Positive,Positive,Positive,Positive,1
1051,royal-air-maroc,2018-01-06 00:05:00,cairo to casablanca. we had a flight delayed due to plane problems which is understandable. the airline was very poor in communicating what was happening. the delay was for approximately 26 hours. the airline supplied lunch but no further meals. they tried to board us around midnight but the pilot said no as the fault had not been fixed. when we finally arrived in casablanca they had left half the bags behind. we had to travel to the airport the next day at our own time and expense to get the bags back. we were out of pocket for accommodation due to the delay: cancelled flight. they airline after many weeks agreed to reimburse me for the accommodation. they still have not and will not respond to any emails. i have a letter signed by the airline manager in cairo stating the flight cancellation and a copy of the email from the airline stating they will reimburse me for the accommodation. we have supplied them will all of the information they require and have keep all email correspondence.,Couple Leisure,Economy Class,March 2018,Negative,Negative,Negative,,Negative,,Negative,0
1052,royal-air-maroc,2018-01-03 00:05:00,"casablanca to doha. the experience was great. staff, food service and boarding was great, the only problem was that no one is cleaning the toilet during the flight of 7h 40. the royal air maroc services changes compared to before. the professional way they did is goo .",Solo Leisure,Economy Class,April 2018,Positive,Positive,Positive,Positive,Positive,Negative,Positive,1
1053,royal-air-maroc,2018-01-23 00:04:00,"rio de janeiro to london via casablanca, we were supposed to fly out of rio on friday 20th. once we were all checked in we went to the gate only to be told that there would be a 30 minute delay. this 30 minute delay turned into 90 minutes, with the airline finally cancelling the flight. the transportation from the airport to the hotel was a shamble.  so people like us opted just to take a cab to the suggested hotel. once there we discover after waiting for an hour that they did not have enough rooms for everyone. so we took a second cab to the next suggested hotel. we got a room there. the following day evening was picked up by coach and we were told that our flight would be at 6pm. again, all checked in, went to the gate and they repeated the same as the night before, cancelled our flight. why bring everyone to the airport only to cancel their flight again. everyone was clearly and justifiably annoyed. they had hardly any staff and no sense of direction. when asked if we would be refunded our money if we book with another airline we could not get a clear answer from them. the second nights hotel was awful, some nasty place in town. we still have no idea if we will be flying today or not. this has to be the worst airline i have ever flown with. ram does not have a office, a desk or even any representatives in rio. so if you get stuck then you are pretty much on your own. also, there website for handling claims is an absolute joke. if we pay for our own tickets back to london it will cost £1200 each with no guarantee of us ever seeing a penny of that again.",Solo Leisure,Economy Class,April 2018,,,,,Negative,,Negative,0
1054,royal-air-maroc,2018-01-22 00:04:00,"booked a flight from berlin to marrakesh via munich. by the time we arrived in munich we found out that our flight to marrakesh was cancelled and after contacting customer support and calling the hotline, we got informed that we will fly via casablanca, arriving six hours later than planned in marrakesh. when we finally arrived in marrakesh around midnight, we were waiting for our luggage to arrive. unfortunately it didn't, meaning another one hour wait at the lost and found desk with several other passengers. that means we had to book a hotel and try to collect our luggage and car the next day. this didn't work either, no traces of our luggage until someone in germany helped us, by calling several airports (luggage was then found in paris). we spent four days without our stuff, had to buy some new clothing and hygiene products, which never got paid back by the airline and no compensation payment has been paid til today.",Couple Leisure,Economy Class,August 2017,Negative,Negative,Negative,,Negative,,Negative,0
1055,royal-air-maroc,2018-01-08 00:04:00,"casablanca to paris. this morning i missed my flight with a different airline (my fault) departing casablanca. for the next 3 hours i was running around the airport trying to find my bag - as the airport staff are impossible to deal with. i found a 2nd flight with royal air maroc and then on 4 separate occasions royal air maroc staff were unbelievably helpful! if it wasn’t for them, i never would have found my bag and i would have missed a 2nd flight. i can’t thank them enough they helped me with difficult customs staff, escorted me through the airport and hassled baggage handlers. i have flown with them several times but this was something special. well done royal air maroc! highly recommend!",Solo Leisure,Economy Class,April 2018,Positive,Positive,,,Positive,,Positive,1
1056,royal-air-maroc,2018-01-30 00:03:00,accra to new york via casablanca. boarding and disembarking formalities well organized. departures and arrivals on time. cabin crew very courteous. flight information during the flight very audible and accurate. food served is neat and adequate. cabin crew always available at the point of need of passenger. flight announcement at the airport in casablanca is not audible at all. less seats for passengers on transit.,Solo Leisure,Economy Class,March 2018,Positive,Positive,Positive,Positive,Positive,,Positive,1
1057,royal-air-maroc,2018-01-13 00:03:00,"luanda to lisbon via casablanca. royal air maroc is my favorite airline, the crew are friendly there uniforms are good and the aircraft is clean. the connection time i pray at airport as a muslim and later get connection service. the aircraft toilets are clean and the foods are tasty. i recommend royal air maroc.",Solo Leisure,Economy Class,March 2018,Positive,Positive,Positive,Neutral,Positive,,Positive,1
1058,royal-air-maroc,2018-01-01 00:03:00,flew royal air maroc from montreal to geneva via casablanca. totally fine experience. nothing remarkably good or bad about the trip. i think the other reviewer's are perhaps being overly harsh. encountered no problems with my luggage and found the staff to be pleasant and helpful. both of my flights were with up to date modern crafts.,Solo Leisure,Economy Class,February 2018,Neutral,Neutral,Neutral,Neutral,Neutral,,Positive,1
1059,royal-air-maroc,2018-01-22 00:02:00,there was a delay for departure from rio. we missed our flight in casablanca and they booked us another ticket for the next day. they didn't give us our luggage and didn't change the flight with one available the same day. people in the airport keep saying go there go there but nobody helped us. we finally booked on our own the ticket for the same day. never book with this airline again.,Couple Leisure,Economy Class,February 2018,Negative,Negative,,,Negative,,Negative,0
1060,royal-air-maroc,2018-01-25 00:01:00,"moscow to marrakech via casablanca. i must say that this airline is very nice, and i have no hesitations using it in the future. online service is a bit weird, because it is literally impossible to select your seats properly, the system selects them for you, and there seems to be no logic behind the selection. moscow to casablanca (5 hours 30 minutes, on-time) check-in was a breeze. the flight was operated by a b737-800 with a nice modern interior and mood lighting, and we were randomly assigned emergency exit seats - which has tons of legroom and very comfortable old-fashioned thick seat profile. pillows and blankets were waiting on every seat - a rare sight! the flight was half-empty, so there was lots of room to spread out for everyone. the staff were polite and quite friendly, but it took them almost an hour and a half to start the service - which is awfully long for a daytime flight. the meals - full trays with salads, desserts, bread and a hot main dish - were delicious, especially the pre-ordered seafood meal, even if the presentation was a bit lacking. they also had complimentary moroccan wine in small glass bottles, which was very classy, as well as great in taste. surprisingly, they served one more meal around an hour before landing, which consisted of two large sandwiches for each passenger. this is the first time i felt so full after the economy class flight, and that's a very rare thing nowadays. the plane had no personal entertainment or power ports, so consider bringing your own. marrakech-casablanca (40 minutes, on-time). check-in was very fast once again, but surprisingly not even the airport employee could not change the assigned seats, since she apparently did not have access to the system, and i have been assigned a seat in different row that of my travel companion. the flight on an atr72 was almost empty, with only 11 passengers, and the atr72 was the most comfortable plane of its category i ever took. a lot of legroom once again. this flight features zero service, not even drinks, which i found surprising - they could have at least provided water. not a big deal, considering it's just a short hop. casablanca airport is not a great place for transit, but not the worst one i've been to (rome fiumicino, i'm looking at you). long lines and a sense of chaos everywhere, but the waiting times were actually very small. casablanca-moscow (5 hours 40 minutes). the flight to moscow was operated by a similar b737-800 and was jam-packed with transit passengers from nigeria, and the boarding was extremely chaotic and disorganized, with the staff checking almost everyone for explosives right before boarding. once onboard, i tried to ask a flight attendant for a seat change, but he told us to wait until after take-off. i asked another one, and this time the attendant was extremely nice and helpful, and even arranged for me to reseat in another regular economy row to me more comfortable. then we switched seats with some fellow passengers, that have also been separated by the weird royal air maroc seat assignment system, and ended up in the bulkhead row. the service was similar to the first flight, but this time they even provided amenity kits - with eye masks and socks, and the quality of the kit itself was better than that of singapore airlines, for example. the food and wine were great again, and the luggage arrived safely.",Family Leisure,Economy Class,December 2017,Positive,Positive,Positive,,Positive,,Positive,1
1061,royal-air-maroc,2018-01-09 00:01:00,marrakech to montreal via casablanca. i enjoyed the flight. the personal tv screen was big enough and i watched 2 of the latest movies. the food was excellent. the service was great. my seat was big and comfortable. the big advantage with this airline is that you are allowed two checked in luggage. also on this new plane there was plenty room for hand luggage in the overhead cabinets.,Solo Leisure,Economy Class,December 2017,Positive,Positive,Positive,Positive,Positive,,Positive,1
1062,royal-air-maroc,2018-01-01 00:01:00,"lisbon to doha via casablanca. it was not the first time i'm traveling with ram, until now everything it's average. my only concern was when i arrive in casablanca, the flight was late from lisbon, and we only had like 35 minutes for the other flight. they inform clients we have time to be there on time and more help from security in the luggage verification (i need to ask to let me pass) and the police needs to understand english. crew in the gate more polite and respectful and don't keep any passport in the gate table without any explanation.",Solo Leisure,Economy Class,December 2017,Neutral,Neutral,Neutral,Negative,Neutral,,Neutral,1
1063,royal-air-maroc,2018-01-01 00:01:00,"tenerife to casablanca. our baggage arrived one day later, because there was not enough space in the airplane. but we didn't get any information about this. not on the departure airport and neither on the target airport. we had to go to the lost baggage counter to get this information. it's really frustrated, because have to stay one day longer in casablanca. the baggage was not delivered to the hotel. but that's not my major problem with it, it's more the communication. the airplane looks modern but the seat pocket was dirty. there was the drinks and food on the plane. a small meal. it contains a muffin and sandwich. but better they skip this sandwich in the future.",Couple Leisure,Economy Class,December 2017,Neutral,Neutral,Negative,,Negative,,Neutral,0
1064,royal-air-maroc,2018-01-01 00:01:00,"flew royal air maroc from munich to casablanca. chaos to say the least. they lost my luggage and 4 days later i can't get an answer on the phone as to what is going on. not helpful and very slow service. honestly how in 4 days can you not locate my bag? overall flight was ok, food was terrible, plane was old and dirty.",Solo Leisure,Economy Class,December 2017,Neutral,Neutral,Negative,,Negative,,Negative,0
1065,royal-air-maroc,2017-01-28 00:12:00,"freetown to marrakech via casablanca. the aircraft, service and the food was all very average. flights left on time, but that's about the only positive thing i have to say. the planes seemed very old. service was perfunctory and disinterested. food was poor - real old-school airplane food meals; stale bread, tasteless mains. the tickets were very expensive, but that's a given for anything departing from sierra leone. i would not choose to fly them again.",Solo Leisure,Economy Class,December 2017,Neutral,Negative,Negative,,Neutral,,Negative,0
1066,royal-air-maroc,2017-01-30 00:11:00,"tenerife to marrakesh via casablanca. the service is average. the airline provided a snack on the 2h 40m flight but orange juice was the worst i have tasted. the main complaint is a lack of airport safety. before the domestic flight, the airport security staff did not check my luggage. they ran my bag through x-ray without me taking out the notebook, camera, 5 small bottles of liquid and a 0.5-liter bottle of water attached to the side of my bag. on the domestic flight, they also have travelers who have already passed clearance on the border with others. everybody has to go through passport control on arrival.",Couple Leisure,Economy Class,November 2017,Neutral,Neutral,Negative,,Negative,,Neutral,0
1067,royal-air-maroc,2017-01-30 00:11:00,"london  to cotonou via casablanca. boarding was smooth, and on time. flight was pleasant. arrival into casablanca had to deplane and board next flight, had to go thru security which was slow as connection was 1 hr later. just made it to departure gate when found fight delayed. took off not very late and landed in cotonou and found my checked in bag was missing. filed a missing bag info, was informed that the next day my bag was in casablanca and would arrive 2 days later. however had to leave cotonou to istanbul on business and could not collect it. had given them address to my hometown for shipping it but after repeated emails no response and no bag.",Solo Leisure,Economy Class,May 2017,Neutral,Neutral,Negative,Negative,Negative,Negative,Neutral,0
1068,royal-air-maroc,2017-01-26 00:11:00,"nice to washington via casablanca. flight staff and airport not worthy of boeing 787. returning from 3 weeks in france we chose to fly from nice to casablanca and on to washington dc on royal air maroc because the second leg was on the boeing 787. boarding in casablanca was confused, disorganized and perilous. as has become customary for international passengers flying to the u.s. we had a second security check at the gate where we were fully patted down and carry-on inspected. while the males were whisked through by two males, there were no female security guards. all the females had to wait nearly an hour before a female started their pat down and a similar delay until the entire line was cleared. meanwhile the men and boys did not directly board the plane from our main terminal gate. no! we, and subsequently the women and female children had to descend three flights of dirty ill lit stairs, get on a bus and go to the old original terminal, climb three full flights of stairs to the gate and then board the plane. at check-in i had asked for my pre-ordered wheelchair as i've very limited eyesight (legally blind) and vertigo and was told a wheelchair was not available. stairs are a real challenge especially without my wife alongside and dependent on filthy banisters and just my cane. our aisle seats on boeing’s newest aircraft were comfortable, the coach class seat pitch was the usual 30” we find on most airlines. we had expected moroccan style cuisine we experienced on an earlier trip to morocco, but we received the same food air maroc served on the first leg from nice. the cabin service was erratic and staff not at all customer-friendly. midway through the flight we found that the rest rooms had no toilet paper, no towels, no kleenex, and the refuse bin was overflowing. a few minutes later the captain came up the aisle going to the galley so i buttonholed him, described the conditions and stated that the cabin crew were disrespecting a new aircraft. the captain took a peek then stormed off. shortly two male stewards rushed up with their arms loaded with paper products. they seem satisfied with their mediocrity and deficiencies and there's slim chances of improving. never again on air maroc or a transit stop in casablanca!",Couple Leisure,Economy Class,September 2017,Neutral,Negative,Negative,,Negative,,Neutral,0
1069,royal-air-maroc,2017-01-23 00:11:00,"london to ouarzazate return via casablanca, both way basic economy class. i went to heathrow, through check in quickly, we took off on time, onboard staff very pleasant, tasty warm food onboard along with drinks, no long lines at casablanca everything smooth and easy, transfer on time and i  arrived to my final destination 20 min earlier. same with my return journey. i do not know if i was just lucky person (4 times in one trip) but honestly i say i would chose them million times more over ryanair. seats much more comfortable, staff very polite.  so, to all you guys awaiting your trip with ram, sleep well! nothing to worry about. i think they were getting very unfair reviews.",Solo Leisure,Economy Class,November 2017,Positive,Positive,Positive,Positive,Positive,,Positive,1
1070,royal-air-maroc,2017-01-13 00:11:00,"casablanca to yaoundé via douala. a very pleasant experience in a modern and clean aircraft. a little chaotic boarding as many people were reseated during the process. as the last rows of the cabin were free, people reseated themselves after boarding, resulting in a free seat next to me. smooth flight, attentive staff and ok food. no hesitation to fly again in the future.",Solo Leisure,Economy Class,November 2017,Positive,Positive,Positive,Neutral,Positive,,Neutral,1
1071,royal-air-maroc,2017-01-23 00:09:00,"gran canaria to casablanca. i thought royal air maroc had improved its services but from my recent experience, ram unfortunately has not. we had about 2 hours delay on outward flight, while ram on return flight decided to cancel one of its route from canarias. we were informed of this cancellation while we were already at the airport (so 3 hours before departure) : although we bought a las palmas - casablanca direct flight ticket, we had now to wait for the tenerife plane to come to las palmas. i was with my family : my wife, 6 years old child and a 1 year old baby. while we were waiting our turn, the agent at check in decided to call some identified persons (that were behind us in the queue) to give them priority in registration. these people were persons in transit (their end destination was not casablanca). after that the agent informed us that the plane was now full and that we had to wait for the day after to fly back home. i tried in vain to get someone from ram company to come and find solution. no one came and at the end we had to accept the situation. i think that these practices should be condemned.",Business,Economy Class,September 2017,Negative,Negative,Negative,,Negative,,Negative,0
1072,royal-air-maroc,2017-01-21 00:09:00,"stockholm to dakhla via casablanca. the flight itself ok, but they lost my kitesurfing gear, and now have been waiting for any information for 4 days. 1/3 of the kitesurfing holiday is gone, when visiting the airport there's no one working, customer service cant do anything  without some claim number that i haven't been given, no one answers the phone, no one speaks english. there has been 2 flights a day, so 8 flights and still i don't get my stuff?",Solo Leisure,Economy Class,September 2017,Neutral,Neutral,Neutral,Negative,Negative,Negative,Negative,0
1073,royal-air-maroc,2017-01-02 00:09:00,"flew from agadir to madrid via casablance, hadn't used royal air maroc before. check in / boarding in agadir was fine and bag was checked all they way through to madrid - i had to book business class as i needed a fully changeable ticket, crew seemed nice enough when boarding - but that's about as much as i saw of them. i was surprised that for the fare involved on the agadir - casablanca sector there was not even the offer of a glass of water, the curtain to the galley was across the whole time with the smell of food wafting through (crew meals obviously) disappointing service to be honest. the transfer at casablanca was fine / the crew on the casablanca - madrid sector were very pleasant, the cabin lay-out was proper ""first class"" style seating plenty of leg room, magazines offered before take-off with pre-flight water or juice. as the flight was only 1 hour and 15, i was given a meal tray which had a hot beef shawarma with fruit salad and mango mousse cake. it was delicious to be honest and a hot towel service after. the only thing i found really odd on this sector was there were no announcements made in english at all only french and arabic (the safety demo was a video in english and arabic) there were a few usa passengers on board also and we had to ask the crew what the announcements were about which i found odd. on the previous sector agadir / casablanca all the announcements were made in french / arabic / english so i'm unsure as to what they were up to as the majority of passengers on the casablanca / madrid were spanish or english speaking. overall ram is a good airline but they would need to get their on-board service aligned a bit better .",Solo Leisure,Business Class,August 2017,Positive,Neutral,Positive,,Positive,,Negative,1
1074,royal-air-maroc,2017-01-01 00:09:00,"bologna to beirut via casablanca. it was a transit travel, and the airline should have booked an hotel inside the airport to stay this night. so, they gave me the hotel booking and when i got there, the hotel was fully booked. i returned to them, and after waiting a lot of time and many people came having the same problem, they took us by bus inside the airport to a lounge that contains sofas, and they told us that we should stay there till the next day. this lounge was not finished (it was not fully equipped and a smell of paint), and it does not have any privacy, in which all the sofas are beside each other. it was really a very insulting experience.",Solo Leisure,Economy Class,August 2017,Negative,Negative,,,Negative,,Negative,0
1075,royal-air-maroc,2017-01-22 00:08:00,"we booked from brussels to nairobi via casablanca and we got the tickets. there it stated we had a stopover at casablanca (1hour and 10 minutes lay over).  when we tried to check in online the evening before, we could only check in from brussels to casablanca. no changes in flight hours where shown. when arriving in brussels airport, 3 hours in advance, they only could check us in for the flight to casablanca. the personel of ram told us this was normal procedure and once we would arrive in casablanca, we would receive our next boarding pass for the plane to nairobi. once arrived in casablanca (on time, still had more than an hour to get on the other plane), the personel of ram showed us where to obtain our other boarding passes. at this desk they suddenly told us 'that plane left more than an hour early!'. so, as our first plane was landing, the other one was already taking off! nobody notified us, not online, no e-mail, message. we were speechless and desperate. together with an american couple (who also booked a direct ticket from brussels to nairobi), the personel told us it was no problem, they would refund our flight and that we would have to take the next flight, 2 days later! this was not an option for us, because we already booked a safari with driver and airport pick up, all planned from the moment we would arrive in nairobi. after 3 hours, they told us to come fast, because there was a flight to cameroon we should be on. then, from cameroon, we would have to take a flight to nairobi. instead of arriving at 2am, we would arrive at 8 pm (losing an entire day of safari and hotel, but still less worse than losing 2). they told us it was safe to transfer at douala. once arrived in douala (after a night flight with stopover in yaoundé), at 4am, the border control would not let us enter (because we had no ticket and visa), they called the police, who took our pasports and we had to sleep outside the police departement at the airport! at 8am the office of kenya airways opened (where we had to check in for the flight). but ram had put us 2 on wrong seats! the others could board, but not the two of us. after 2 hoffiric hours their personel managed to get us on a flight to nairobi. late in the evening we arrived in nairobi, lost the money of our hotel, lost the money of our safari. the return flight from nairobi to paris was a disaster as well! in nairobi, the personel told us we would have to take our luggage in casablanca (since we were booked to spend one day at a hotel in casablanca). in casablance they told us they could not obtain our luggage. we had no spare clothes, toothbrush, shampoo. next day, arriving in paris, one of our bags was missing. after 2 hours of waiting, they found our bag, who was shipped in another plane.",Couple Leisure,Economy Class,August 2017,Negative,Negative,Negative,,Negative,,Negative,0
1076,royal-air-maroc,2017-01-21 00:08:00,"marrakech to paris. the airline operates the exact route for two earlier flights on same day. yesterday, we spoke with the morocco reps asking how we put ourselves on standby for the flights. they said they cannot do it, and we must go to airport and ask gate agents. we wake up at 5:30am to go to airport. first rep at the ram counter says both morning flights are fully booked, there's nothing they can do (but they were still selling tickets online for this flight!) i go the the rep adjacent to the first agent. she says there's plenty of space but they only handle check in at this counter, so we must call ram - which we'd already done and were instructed to go to airport. we nevertheless call ram again, this time an english speaking number, and the guy says that he cannot change over the phone, only the agents at the airport can do that. they will give you the run around on the most basic customer requests.",Couple Leisure,Economy Class,August 2017,,,,,Negative,,Negative,0
1077,royal-air-maroc,2017-01-01 00:08:00,"casablanca to marrakech. i've never seen such chaos at the airport, and there was no flight delay or anything wrong. only two people checking a long line of people in - everyone was unclear where to go and when i asked i was given different answers from each royal air maroc desk i went to. flights are cheap so if you really need to save money and they are going to a destination you need to cross your fingers. the flight attendants were very pleasant though!",Solo Leisure,Economy Class,July 2017,Neutral,Positive,Neutral,Negative,Negative,Neutral,Neutral,0
1078,royal-air-maroc,2017-01-23 00:07:00,"nouakchott to casablanca, the level of service was quite low. no preferential check in for business class or preferential boarding. it was a internal african route, so probably the carrier would not use the best plane in the fleet, but the boeing 737-800 was not very clean, and the level of service was average. no entertainment, but the flight is only about 3 hrs). the food was ok.",Business,Business Class,July 2017,Negative,Neutral,Negative,,Negative,,Neutral,0
1079,royal-air-maroc,2017-01-16 00:07:00,"we were booked to fly on royal air maroc flight at587 from casablanca to sal island (sid) july 14, 2017. the flight had a stop over at praia island. as we were boarding the ground crew asked any passengers who were flying to sal island to step aside and wait. all the passengers to praia island boarded as per usual. we were offered no information or explanation, but we started getting worried as the time for the plane to depart drew near. sure enough the time came and we saw the plane leave. still no explanation. there were 7 of us. tried to get some answers from ground crew but they were either unwilling to tell us or were clueless themselves. eventually we were told that the connecting flight was canceled and we will need to come the next day to see if we can get on another flight. there were no apologies, no explanation. i later did some talking and some research myself and found out the connection flight was canceled because there were only 7 of us and thus not profitable for the airline. horrible experience.",Couple Leisure,Economy Class,July 2017,Negative,Negative,,,Negative,,Negative,0
1080,royal-air-maroc,2017-01-06 00:07:00,"my flight from sao paulo to gatwick via casablanca on 5th july was cancelled at roughly 48 hours notice. there was an offer to reschedule my flight for later in the week but was useless as i had to be in the uk before their offered replacement. i managed to book a flight with another airline. i e-mailed saying i expected a full refund. i received a phone call that was poorly connected and i couldn't understand what was being said. i told ram i wanted a refund as i had made other plans. the man hung up and i received an e-mail with a re organised flight, different to the one offered in the original e-mail, that still proved useless for my travel needs. i replied again to that e-mail stating i wanted a refund. i am waiting for a response. their customer service is appalling and their lack of organisation is apparent through poor communication and trying to just book you onto alternatives without consulting you first.",Solo Leisure,Economy Class,July 2017,,,,,,,Negative,0
1081,royal-air-maroc,2017-01-30 00:05:00,"amsterdam to casablanca. i flew with a group of fellow travellers from amsterdam to bamako in mali with a stopover in casablanca. royal air maroc told half the group to receive their boarding passes for bamako in casablanca. they did not, because to aircraft was severely overbooked by returning muslims from the pilgrimage to mecca. with trepidation, i booked amsterdam to casablanca with royal air maroc. without any notice, royal air maroc cancelled my return flight and we were booked on an earlier flight. this made me put royal air maroc on 24-hour death row watch with the help of from amadeus. amadeus informed me that my return flight was reschedules again. 49 hours before the flight i tried to get my boarding passes, but the web check-in was still closed. exactly 48 hours before the flight i started the web check-in to print the boarding passes, finding out that only three seats were still available on this flight. all others were already allocated to other passengers before the web check-in even opened. my wife and i could not sit together. i called royal air maroc but they confirmed this was not possible to be allocated a seat before the web check-in. sure. at the airport check-in counter, i asked to sit together. the staff member asked her colleague to release seats with an ""r"" for us. her reply: no. at the gate, we asked it again and promptly royal air maroc gave us seats next to each other. on board the 737 we noticed about 20-30 seats empty. very strange. we asked ourselves if there is any link between the departments of reservation and operation. the flight went well and the service was good. amadeus informed us in time that our return flight would depart 1 hour earlier, due to the temporary ramadan time zone shift. royal air maroc did sent an email message, when we were in mid-flight. the flight was on time, the service was good and the meals tasted nice. conclusion: in the last 60 years, royal air maroc has learned to fly aircrafts very well. in the new departments of internet reservation & communication, royal air maroc is still struggling as a newbie.",Couple Leisure,Economy Class,May 2017,Neutral,Neutral,Neutral,,Negative,,Negative,0
1082,royal-air-maroc,2017-01-21 00:05:00,"lisbon to doha via casablanca. i sent two complaints to ram and i have not heard a thing back. our journey out of doha was fine and there were no issues; once we got onto the aircraft we both slept most of the way. the return journey from casablanca to doha was however a little different and disappointing. the aircraft was dirty and the staff inattentive. i pressed my call button a number of times; staff did not come and were sat around at the back. because of this, i got up and went to the back of the aircraft myself where i found staff disregarded me and other customers! eventually a young man asked me what i wanted and i requested a glass of white and red wine. he immediately dismissed me and said he would have to check at the front of the aircraft and would bring the wine to me! i waited a long time. in the end, i went back to the rear and asked again - i chose the only steward who had been polite so far throughout the journey (who was the most accommodating on the flight) he asked me what i would like. i replied that i would like two glasses of wine: one for myself and one for my husband. he grudgingly said he would bring it to me in cups!",Couple Leisure,Economy Class,April 2017,Neutral,Negative,Negative,Negative,Negative,,Negative,0
1083,royal-air-maroc,2017-01-12 00:05:00,"i have flown with royal air maroc over 10 times within the last few months. always london - abidjan - london and always with a stopover in casablanca. they are consistently the keenest pricing on this route and with ram each time you make a booking it is like rolling the dice. the experience on the european facing routes is consistently good and the aircraft modern. on the african side the experience tends to be less good but still ok. where the element of chance comes in is that if anything goes wrong with your connection in casablanca then these guys just melt away - like snow in the sahara - and you will be left without information, help, or any sense that there is any coherent policy for sorting things out. i had one horrendous experience when heathrow was fogbound and the lack of information meant that when the flight eventually too off it did so without about 20 passengers. to their credit they did eventually get us to heathrow later the same day to be reunited with our luggage which had gone on without us. casablanca airport is just about ok for a short stopover - insufficient seating, lousy pa but fairly modern. service on planes is adequate and they staff reasonably friendly.",Solo Leisure,Economy Class,April 2017,Neutral,Positive,Negative,Negative,Negative,,Positive,1
