,Subject,date_published,verified,review_text,type_of_traveller,seat_type,route,date_flown,value_for_money,recommended,aircraft,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,inflight_entertainment,wifi_&_connectivity
12,south-african-airways,2016-01-13 00:08:00,True,"Flight was booked through an agent for Lufthansa operated by SAA. We arrived at Johannesburg Airport for our flight only to discover it was cancelled and re-scheduled for the following morning, but cannot blame SAA as they apparently communicated with the agent who did not inform us. I must commend SAA for the hotel booking at the airport overnight. The next morning we checked in and asked about our connecting flight from Germany which was operated by another airline and we were informed it was not yet booked but we will find out in Germany as an agent from SAA will be waiting on the ground. However, on arrival it was not the case and found our way to Lufthansa service desk where we were assisted. Upon enquiry about the connecting flight we were told that SAA booked us on flight that departed at 2pm the same day yet they were very much aware that their flight would arrive at 6pm. The next connecting flight was only available the next day at 11am - yet another night we had to spend. This time on airport chairs and cabins without showers - very uncomfortable night as non could book at a hotel as we required visa's to leave the airport. I was fortunate to be allowed to go out on an emergency visa due to a condition but I had to leave my husband behind at the airport. My disappointment is directed at the manner in which SAA was dishonest about our connection in Germany even after we took the initiative to enquire before departure in RSA as we would have elected to board an overnight flight rather than being stranded in another country and left on our own. This non disclosure of our connection also affected other arrangements we had initially booked at our destination for both accommodation and other flights since Washington was not our final destination.",Couple Leisure,Economy Class,JNB to IAD via MUC,August 2016,1.0,no,,1.0,2.0,1.0,1.0,,
13,south-african-airways,2016-01-01 00:07:00,,"Flew Johannesburg to London Heathrow. The service on South African Airways flights is always pretty good and I cannot find a reason to fault them on that. Even on other flights I've found the staff to be friendly and attentive. The food is nothing to write home about, but its not the worst I've had and it was a pleasant experience. Where it starts to come undone however, is the equipment/aicraft. The A340 feels like it came out of the 90s. The decor is old, the seats are old and it just has an overall tacky feel to it. The LCD (if it was even LCD) screens are so old they're tiny little squares with black lines where the ""touch"" sensors are. Its a pity because the flight was smooth, and service good but it was let down by equipment that should really have been removed and upgraded LONG ago.",Business,Economy Class,JNB to LHR,December 2015,3.0,yes,A340,3.0,5.0,4.0,4.0,1.0,1.0
14,south-african-airways,2016-01-13 00:06:00,True,"Johannesburg - Abuja return on South African Airways A330-200 for both flights. After booking managing the booking online is a task as SAA webtool is not the easiest to manage. Check in staff at JNB very cold and could not care less this was at Premium Counters. Lounge at JNB good. Good selection of food and friendly staff. Boarding swift and flight departed on time. Probably helped by the fact that load was around 25% in both Y and J. Crew barring the Pursuer in Y extremely rude and disinterested. A reasonable meal served. Arrived in time into ABV. ABV Airport another story. Return, check in a mess. More to do with the mess in Nigeria on the whole. Same crew operating the return flight. Pursuer recognised me and gave a warm welcome. This was the highlight of trip. Again very poor load. Crew could not care less. IFE and food reasonable. On time arrival into JNB. SAA a good airline but being messed by staff at all levels. A sad story.",Business,Economy Class,JNB to ABV,June 2016,3.0,no,A330-200,3.0,1.0,3.0,2.0,3.0,
15,south-african-airways,2016-01-12 00:06:00,,"London Heathrow to Johannesburg with South African Airways. Smooth check-in facilitated by a courteous and friendly agent. Boarding was orderly and quick. On board, the aircraft was showing its age with worn interior. Flight took off on time and service was prompt. The agent looking after my side of business class was warm, attentive and clearly enjoying her job. Food was tasty and well presented with a large variety of beverages on offer. The seat was fairly comfortable although it was not 100% lie-flat in the sleep position. The IFE was disappointing with a limited selection of new releases so I opted for sleep and got about 7 hours of it. Prior to landing a nice breakfast with fruit, yogurt, cereal and a hot main was offered. The flight landed on time and my bag was waiting for me in a designated priority luggage area by the time I got to the carousel. Aside from the IFE, I cannot fault the service and quality.",Business,Business Class,LHR to JNB,June 2016,4.0,yes,A340,3.0,5.0,3.0,5.0,1.0,
16,south-african-airways,2016-01-12 00:06:00,,Johannesburg to Perth with South African Airways. The check-in was quick using the priority service lane although the agent seemed only remotely interested in looking after premium customers. The lounge was crowded and felt stuffy. The bathrooms were not very clean and appeared to lack attention. My seat change request was met by a rather surly gate agent who simply told me to ask for it when I got on the aircraft. On board the aircraft interior looked in need of an upgrade. The seat was comfortable in the upright position but offered poor support when converted into a bed. The service was rushed and lacked warmth. The dinner was bland and my fish was overcooked to the point of being bone-dry. The IFE had a decent choice of movies and I liked the feature showing the view through a tail-mounted camera. The flight left and arrived on time but was unremarkable in terms of FA's service.,Business,Business Class,JNB to PER,June 2016,3.0,yes,A340,3.0,2.0,2.0,1.0,3.0,
17,south-african-airways,2016-01-11 00:06:00,,"My family and I booked this flight from New York to Johannesburg months in advance, taking great care choosing our seats in exit rows and of course paying extra for the added legroom. Our seats were terribly cramped, especially by the window, where the metal seat belt strap dug into our hips. It was ridiculous. We are slender people and we were very uncomfortable. Two out of our four TV monitors were broken, so it meant 15 hours in the air with nothing to watch. The flight attendants were horrible - extremely rude and cold. The lights were turned off in order to allow sleep over the night-time flight, but the attendants stormed through the cabin throughout the night shining flashlights on the passengers to make sure no one was breaking their rules. The food was average airline food - edible at best. I will never fly South African Airways again.",Family Leisure,Premium Economy,JFK to JNB,May 2016,2.0,no,,1.0,1.0,2.0,3.0,2.0,1.0
18,south-african-airways,2016-01-11 00:06:00,True,"Flew South African Airways. Check-in and boarding for Accra-Johannesburg went smoothly. The seats were comfortable with enough legroom given the class travelled (2-4-2 configuration). Choice of movies was decent. The hot lunch (choice of chicken with rice or beef with potato) on this day flight was average and what can be expected of airplane food. Flight attendants came round once to serve lunch and that was it. On a 5 1/2 hour flight one would expect another drink and snack offered before landing. Flight attendants were in a rush to serve the food and were abrupt, with no smiles and not showing any interest in the passengers, to the point of being absolutely rude when asked a question as if it was an infringement of their precious time. Once the lunch was served, the flight attendants disappeared for the remainder of the flight. This in great contrast to the attitude of the flight attendants on the 55 minute connecting domestic Johannesburg-Durban flight, who were under much more time pressure to go round with snacks and drinks yet did their job with friendly smiles and enthusiasm. Seats on this flight (3-3 configuration) were comfortable with enough legroom). Quick luggage delivery at both arrivals in Johannesburg and Durban and easy re-check-in at Johannesburg. Pity though that customs cannot be cleared in Durban.",Couple Leisure,Economy Class,ACC to DUR via JNB,June 2016,3.0,yes,A340-600 and A320-100/200,4.0,3.0,3.0,4.0,4.0,
19,south-african-airways,2016-01-10 00:06:00,,"I was arriving on South African Airways from Washington DC via Ghana and landed at OR Tambo international airport on 3 June 2016. The aircraft landed at 18:45 before I had to make my way through immigration and baggage claim. My connecting flight to Port Elizabeth was departing at 19:45 and I was in danger on missing my flight back home.  The flight was about to close, however, a very helpful check-in personnel helped me in my time of need. I would have had to stay overnight in Johannesburg if it wasn't for her. Thank you for having staff who are willing to go the extra mile for customers in need.",Solo Leisure,Economy Class,JNB to PLZ,June 2016,5.0,yes,,5.0,5.0,5.0,5.0,4.0,
20,south-african-airways,2016-01-24 00:05:00,True,"Lounge was OK at Johannesburg, no possibility of a Bloody Mary in the morning and a substandard coffee had to suffice. Staff friendly and reasonable food choice. Boarding not prioritised so those needing assistance, parents with kids in strollers, premium and remaining passengers all part of the same throng. On board a very happy and attentive crew who could not have been more helpful. Very pleasant three hour flight from Johannesburg to Mauritius with reasonable quality food and wine. Bags waiting for us at the carousel. In all a really enjoyable flight with South African Airways thanks to the crew.",Couple Leisure,Business Class,JNB to MRU,May 2016,5.0,yes,A340,4.0,5.0,4.0,3.0,3.0,
21,south-african-airways,2016-01-24 00:05:00,True,"Check in via QF in Perth was slow, only three staff for all passengers, one for premium, the other for pre printed boarding passes, the third for economy. Pre printed desk seemed to have an aversion to taking passengers from the premium queue which was about 50% as long as economy at our stage of check in. QF lounge friendly and just adequate re offerings. Boarding efficient and South African Airways flight left on time flying from Perth to Johannesburg. Mature crew who were efficient and warmed up somewhat over the duration of the flight. Food not a strong point at either dinner or breakfast and was pretty much economy standard. Wine mixed in quality but served graciously. IFE very old so did not bother choice was limited. Comfortable duvets and got 7 hours sleep. Arrived on time early in the morning where you have JNB to yourself.",Couple Leisure,Business Class,PER to JNB,May 2016,4.0,yes,A340,4.0,4.0,2.0,3.0,,
22,south-african-airways,2016-01-09 00:05:00,True,Had a horrible 13 hour flight from Johannesburg to Hong Kong with South African Airways. Aircraft seemed very dated and in need of an upgrade on the interior. Seats did not seem very ergonomic and tray tables did not have any conveniences like a coat/jacket hook. Still had the double headphone port on the seat handle so very difficult to get in and out of seat when people wanted to go to the bathroom. Sound kept going off and kept requesting the attendants help but they could not resolve the issue. Screens on the TVs are ancient and very dark. One of the most frustrating things is undoubtedly the cabin announcements - the sound goes off but your video keeps playing and the announcement comes through your headphones blaring at a higher volume than you were watching at - you have to quickly remove the headphones until the announcements are done. When the seat in front reclines you have almost no room unless you recline as well and have to tilt the screen quite a bit. Bathroom ergonomics were also very poor - cramped and not very practical compared to other flights. The return flight had a wait of almost 45 min to get our bags. Overall the flight was a nightmare despite the food not being too bad. Would avoid the airline going forward unless I know its a newer plane.,Couple Leisure,Economy Class,JNB to HKG,March 2016,3.0,no,A320,1.0,4.0,3.0,3.0,1.0,
23,south-african-airways,2016-01-26 00:04:00,,"South African Airways from Perth to Johannesburg, an overnight flight on a completely full plane, the meal service was quick and efficient. Really good food on both legs. The seats are a little hard but nice and wide. IFE is one of the worst I have seen. Service good and cabin crew would walk up and down the aisle offering drinks often. Return leg the plane was not full and got two seats which makes a massive difference. Would fly again, however if you are on a day flight take your own source of entertainment as what SAA offers is old and limited.",Family Leisure,Economy Class,PER to JNB,April 2016,4.0,yes,A340-300,5.0,4.0,5.0,3.0,2.0,
24,south-african-airways,2016-01-24 00:04:00,True,"Johannesburg to London with South African Airways, the plane was very old, barely working touch screen and chunky head phones. The staff service polite, but not very passanger focused, just generally present. Selection of films was okay, but I found the food terrible. What disappointed me most was the Customer Service for SAA - I received an offer by email providing me an option to upgrade. Link in the email didn't work and Customer Service were very dismissive. In the end I had no way to take part in the offer I was invited to. Why invite if you cannot follow up?",Solo Leisure,Economy Class,JNB to LHR,April 2016,1.0,no,,3.0,2.0,1.0,3.0,3.0,
25,south-african-airways,2016-01-06 00:04:00,,"Rebooked onto South African Airways for first leg due to seat problem on Cathay Pacific, giving the opportunity to compare the two airlines flying from Johannesburg to Kuala Lumpur via Hong Kong. SAA have the older business class seats in 2-2-2 configuration compared with the largest herringbone arrangement all aisle seats of Cathay. Whilst lacking the side table and storage cubbyholes of Cathay, the SAA seat is spacious and comfortable for sitting and sleeping. Service was very good, but tended to be on request, which seems to be becoming the norm on many airlines, and perhaps lacked the polish of Cathay. Dinner served soon after take off was excellent, with a choice of full breakfasts or express service just before landing. Overall a very good flight with little to choose between the two airlines.",Couple Leisure,Business Class,JNB to KUL via HKG,March 2016,4.0,yes,A340-300,4.0,4.0,4.0,4.0,4.0,
26,south-african-airways,2016-01-12 00:03:00,,Fantastic comfortable flight from Johannesburg to Cape Town with South African Airways. Great service with an on board snack. Had several internal flights on SAA Express all top notch as well. The service was efficient and unobtrusive. Impressed all round. We were in economy seats which better than our Virgin Atlantic Premium Economy seat from London.,Couple Leisure,Economy Class,JNB to CPT,March 2016,4.0,yes,A340-600,4.0,4.0,4.0,4.0,3.0,
27,south-african-airways,2016-01-25 00:02:00,,"Flew South African Airways for the first time from London to Joahannesburg and then from Johannesburg to Hong Kong. Disappointed with aircraft (340 on the Hong Kong route) and service on both legs. Seats were lie flat but very outdated with a small pull up video monitor which reminded me of flying in the 90's. The moment we levelled off, tablecloths were placed on the tray and drink and dinner orders taken, both of which were delivered very soon after - too soon. On any other airline you normally get a cocktail or two before dinner service starts. Food was lukewarm and very rushed. A small cheese plate followed immediately after, with no dessert offered on the first flight. Plates cleared, lights out and that's it. Did not see a crew member for the next several hours. Got up twice and went to the galley and no one there either. Breakfast served before landing - again, really mediocre food. Was looking forward to flying this airline and was so disappointed. Have flown business class on several airlines and would place South African at the bottom. Couldn't wait for my Air Canada flight home from Hong Kong, which is saying something.",Couple Leisure,Business Class,LHR to JNB,February 2016,3.0,no,A330,2.0,2.0,1.0,2.0,2.0,
28,south-african-airways,2016-01-17 00:02:00,,"Johannesburg to Hong Kong with South African Airways. On the positive side, great staff with friendly warm service and eager to assist. Food nicely presented coupled with great wine. Nice full flat bed. Only negative is the plane is old and the entertainment system needs to be upgraded urgently. I believe SAA is in the process of acquiring new long haul widebody aircraft which should fix the these problems. I will fly with them again.",Business,Business Class,JNB to HKG,February 2016,5.0,yes,A340-600,4.0,5.0,4.0,4.0,3.0,
29,south-african-airways,2016-01-15 00:02:00,,"My wife and I were on a flight Abu Dhabi to Johannesburg operated by Etihad Airways. My seat would not recline, so I spoke to cabin manager and he upgraded me to business class. The return was a South African Airways  operated Etihad flight from Johannesburg to Abu Dhabi, excellently served by SAA staff. In fact, Etihad Airways came second to SAA with regards to friendliness, helpfulness and general service/attitude of SAA staff. Well done. Keep it up.",Couple Leisure,Economy Class,AUH to JNB,January 2016,4.0,yes,,1.0,5.0,4.0,4.0,3.0,
30,south-african-airways,2016-01-29 00:01:00,,"Lusaka to Hong Kong via Johannesburg return with South African Airways. Lusaka to Johannesburg, upgraded to Business Class, flight was on time and uneventful. Business Class offering can easily be improved, no drink before departure, no hand towel, first drink only served way after seatbelt sign switched off. No tablecloth when meal served, no snack with drink. All are small things but its the small details that make the difference. Second flight Johannesburg to Hong Kong. Paid the extra R500 per seat for an emergency exit seat, well worth the money - only downside being the crowd around you for the lavatory and during the night the lavatory doors don't auto shut so the light can be bothersome when left open. Flight had to be rerouted via Durban to take on extra fuel due to the heat wave in Johannesburg, added an extra 3 hours to an already long flight and keep in mind, if you have a connecting flight on another airline and you miss it, its your problem to solve - SAA will only assist if the connecting flight was booked on the same ticket. Inflight entertainment system did not work for 75% of the flight, seems to be a constant problem on SAA when I fly with them. Flight crew seem to go to sleep after serving the meal, if you want a drink its self help from the galley. We were told the breakfast would be served two hours before landing, on both flights we were served less than an hour before landing, a mad rush and told no coffee or tea as we are about to land. Return flight to Johannesburg  on time, straightforward flight, this time the entertainment system worked, self help from the galley. On all the SAA long-haul flights I've been on, the seatbelt signs are turned on for several hours, even when there's no turbulence, maybe this is so the flight attendants don't have to do anything? Third flight, back to Lusaka upgraded to business class, same offer as before. I can't seem to understand the point of having a priority boarding line when you all end up in a packed bus to the plane - other airlines but on a small bus for higher class passengers, not SAA.",Couple Leisure,Economy Class,LUN toi HKG via JNB,January 2016,4.0,yes,A320 / A340-300,3.0,4.0,3.0,4.0,1.0,
31,south-african-airways,2016-01-20 00:01:00,,"Johannesburg to Chennai via Abu Dhabi with South African Airways, and we boarded the flight with much enthuiasm. Once take off was completed and the plane was in the sky I attempted to recline my seat. The seat would not recline and when I informed the air hostess, she offered to move me to another seat, but not my husband. So I flew for 9 hours either in an upright position or leaning against the window and my feet over my husband. At tea service I was asked how I would like my tea, once I had explained, this airhostess was unprofessional and unpleasant. Our return flight was booked through SAA but was an Etihad Airways operated flight, our flight was late arriving at Johannesburg OR Tambo and at one stage we were diverted to Durban for refueling. On arrival we were told by airport officials that our connecting flights had already departed. We were booked into a hotel at Ethyhad's expense and was told their staff would meet us at our hotel with further travel infortion. This never happened and we were told by both Etihad and SAA that the domestic and international tickets amount to 2 separate contracts and neither airline was willing to reimburse us or get us on another flight to our connecting city.",Family Leisure,Economy Class,JNB to MAA via AUH,December 2015,2.0,no,,1.0,1.0,3.0,3.0,,
32,south-african-airways,2016-01-15 00:01:00,,"South African Airways from London to Johannesburg on an A340.  The airline staff were very friendly however the aircraft was showing signs of age. The entertainment system is bad, very slow and some passengers were complaining that it didn't work at all. The food served was terrible and seat comfort was also not nice, although legroom was fine. Would I fly with them again? Probably not - simply because the quality of aircraft and food were pretty bad and premium economy is another way of saying you've got an extra 2 inches of space. The cabin crew were very good - very friendly and very eager to help in any way they could so top marks there. It's just a pity it's let down by the other stuff.",Business,Premium Economy,LHR to JNB,January 2016,1.0,no,A340,1.0,5.0,1.0,3.0,1.0,
33,south-african-airways,2016-01-14 00:01:00,,"I really like the high standards of South African Airways having flown with them so many times. On my flight from Mauritius to Johannesburg in October 2015, the late afternoon flight was punctual with an early departure. The pilot provided a lot of flight information throughout. However, one of the cabin crew was unfriendly. I was on a window seat next to a couple, the attendant served drinks to the couple and moved on as if I didn't exist. I pressed the button and it was ignored. Come on SAA, revisit your recruitment procedures as some of these attendants are not fit to be serving customers!",Solo Leisure,Economy Class,MRU to JNB,October 2015,3.0,yes,Boeing 737-800,3.0,1.0,1.0,5.0,,
34,south-african-airways,2016-01-08 00:01:00,,"South African Airways from Johannesburg to Perth. The SAA Business lounge in Johannesburg is comfortable. Ageing fleet was evident in the A340-600 used on this route. The IFE controls are antiquated and the system froze, requiring a reboot. Meals and service were good, flat beds comfortable. SAA should lower the excessive cabin temperatures they set on long haul night flights - a request to reduce the temperature was acknowledged but not actioned",Solo Leisure,Business Class,JNB to PER,January 2016,4.0,yes,A340-600,4.0,4.0,4.0,5.0,3.0,
35,south-african-airways,2016-01-08 00:01:00,,"London to Johannesburg with SAA, and a great service from a passionate business class crew. Aircraft clean, contemporary, adequate IFE, and food of good quality and well presented. Arrival lounge in Johannesburg is good for a quick shower on arrival, but should be located beyond baggage transfer desks, not before them. The only criticism is that SAA heats their cabins to almost unbearable levels on long haul night flights.",Solo Leisure,Business Class,LHR to JNB,December 2015,4.0,yes,A330-200,4.0,5.0,5.0,5.0,4.0,
36,south-african-airways,2016-01-04 00:01:00,,"London Heathrow to Durban via Johannesburg. This was our second trip to Durban with South African Airways. The flight was chosen because it is the shortest duration flight from London.  After reading reviews, I thought we would just grin and bear it. On both trips we have been more than happy with our flights. We found the cabin staff friendly, food was good, the films were OK. The wine was particularly nice! Can't really complain at all for the price and the convenience of a shorter flight (Emirates was 25 hours, SAA was 14 hours). I will book SAA again.",Couple Leisure,Economy Class,LHR to DUR via JNB,December 2015,4.0,yes,,4.0,4.0,5.0,5.0,4.0,
37,south-african-airways,2016-01-03 00:01:00,,"I have guest here in Cape Town who flew in yesterday from Paris. One of their bags did not make the trip and they were told it would be on the next flight. In the subsequent 24 hours I have not been able to get one piece of information on the phone. When calling the published number for baggage issues the phone is answered promptly but I am them ""put thru to Cape Town"" where the phone is literally not answered. I have spent two 30 minute sessions just listening to the phone ring. No recording or direction. This lack of service is appalling.",Business,Economy Class,CDG to CPT,September 2015,,no,,,,,1.0,,
38,south-african-airways,2015-01-27 00:12:00,,"A few days ago I and my family flew from Perth to Johannesburg. Shortly after take off a crew member offered me six seats between four people at the rear of the cabin. Great! Shortly after another crew member asked me to move even further back to create more room. Still okay. Ten minutes later a third tapped me on the shoulder and said: ""you must move because we need this seat for someone else."" Note: said, not asked. Half an hour later the extra seats we had been given were allocated to a couple unhappy with their seats elsewhere. Thus no extra room, family split up, worse seats than our original allocation, carry ons all over the plane in a variety of overhead lockers. I accept the original move was based on a desire to help but the subsequent three were presumably the result of poor communication between staff.",Family Leisure,Economy Class,PER to JNB,December 2015,1.0,no,A340,2.0,1.0,3.0,4.0,3.0,
39,south-african-airways,2015-01-18 00:12:00,,"Johannesburg to Frankfurt on South African Airways was a positive experience. Food was amazing, staff friendly and the seat was comfortable. We took off and landed on time so what more could we ask for? I would fly SAA again. Keep up the great work.",Couple Leisure,Business Class,JNB to FRA,December 2015,5.0,yes,A340,5.0,5.0,5.0,5.0,5.0,
40,south-african-airways,2015-01-09 00:12:00,,As a South African I'm sad to say it but South African Airways has lost it's lustre. My wife and I travelled the Abu Dhabi - Johannesburg return route and all I can say is that is was unpleasant. We had one good thing happen and that was being upgraded to business class for the AUH-JHB leg. Our bags were left in Abu Dhabi (I assume this would be the airports fault). SAA still have not refunded me the costs incurred and it is now 5 months later. Business class seemed to run ok but on the return leg to AUH the economy was just sad. The food was standard and after being served lunch we basically waited abut 5 hours for something else to eat. The FA's in economy seemed disinterested and sometimes unfriendly. The plane seems and feels old. The seats are rather uncomfortable and the IE was very basic. Sorry South African Airways but you've lost me unless you up your game.,Couple Leisure,Business Class,AUH to JNB,August 2015,3.0,no,A330,2.0,1.0,2.0,2.0,2.0,
41,south-african-airways,2015-01-09 00:12:00,,"Flew South African Airways from AUH to JNB. After climbing aboard to discover a dirty cabin, coffee stains and grease like butter all over the safety card. ""Airscape"" magazine made of the thinnest material looking tatty with spelling errors and poor typeset. No attention to detail. The IFE was however operational and even though the handset did not work well the volume of entertainment was good. The meal service was not great shakes for a  4 star airline even YC - seemed an afterthought. No menu card which is the usual standard. Maybe best if looking at the magazines. Kudo's to South African Airways as their standard of supplying plenty of alcohol and drinks in small bottles and tins is a saving grace - so nice to have a can of coke to yourself instead of being handed a flat soda from a previously opened 2 litre bottle. The service of the sandwiches (with no choice) from on top of a dirty trolley was not pleasant however. The worst issue by far with the flight however were the delays. ETA 8.15 Landed 9.35 Luggage 10.26. This seems to be a major issue for this arline judging from other comments. No mention before the flight, during the flight, and on landing. I cornered the flight deck on landing but they were completely dismissive and unapologetic. They eventually told me it was because they could not fly over Yemen. Something they must have known on flight planning. J Luggage was delayed for a further 45 min again without apologies or explanation either. The shocked supervisor was so surprised when I voiced my disapproval. So many frustrated passengers and no apologies. Overall not a pleasant experience and a thumbs down.",Business,Economy Class,AUH to JNB,November 2015,3.0,no,A330-200,4.0,3.0,3.0,2.0,4.0,
42,south-african-airways,2015-01-30 00:11:00,,"Late night departures 10.30pm outbound, 11.45pm inbound. Efficient boarding and welcome by crew on both flights with champagne or fruit juice served as soon as we settled in. South African Airways have traditional forward facing seats in 2-2-2 configuration which is good for couples but perhaps not ideal for single passengers. Very spacious and comfortable in bed position with mattress cover and duvet. My wife slept virtually entire flight both ways. Food was good with quick service for late night departures. Half empty outbound with very personalized service. Full inbound but still good service. Overall a very good experience.",Couple Leisure,Business Class,Johannesburg to Perth,November 2015,4.0,yes,A340-300,4.0,4.0,4.0,4.0,4.0,
43,south-african-airways,2015-01-26 00:11:00,,"A 1.5 hour delay occurred on the last Saturday evening flight to Cape Town. There was no advance notification (sms, or e-mail), and the staff seemed disinterested. After announcements expanding on the SAA achievements, the pilot mentioned the delay in passing without breaking a sweat or acknowleging the inconvenience to parents travelling with small children or the elderly, others awaiting arrival of the flight at 1 am. The in-flight meal looked like pasta but was devoid of taste. A salad of cous-cous boasted a green base with scant carrot sticks for color. This all seemed like business as usual to usual for SAA.",Solo Leisure,Economy Class,Johannesburg to Cape Town,November 2015,4.0,no,,3.0,2.0,1.0,2.0,,
44,south-african-airways,2015-01-18 00:11:00,,"Surprised that the duration of the New York to Johannesburg flight is 14 hours, I expected longer flying time. Highlight for me is food and South African Airways are consistent with high quality offering. Great lunch and breakfast. Business class seat is a flat bed. There was some turbulence during the flight and not sure if lying down is the best thing for the body, was a bit sore after the flight. But main point is, got a decent sleep. Found the announcements from the cockpit very restrained - expected announcements to be more friendly and informative. Cabin crew were friendly and courteous. Another good flight.",Business,Business Class,JFK to JNB,November 2015,4.0,yes,,4.0,5.0,5.0,5.0,,
45,south-african-airways,2015-01-17 00:11:00,,"Personally I prefer the A320 over the Boeing 737. Business Class seating is 2 and 3 so only one seat removed from the economy configuration. Service was good, meal disappointing, arrived on time. The South African Airways lounge at Lusaka airport is comfortable, smoking area and nice view of the apron. Drink selection is limited but alright, sandwiches on offer are stale, toilet facilities are clean but the paper towel dispenser is always empty. Newspapers are from the day before.",Business,Business Class,Lusaka to Johannesburg,November 2015,3.0,yes,Boeing 737-800,2.0,4.0,2.0,4.0,,
46,south-african-airways,2015-01-16 00:11:00,,"In July of 2015, I booked a South African Airways flight from Cape Town to Johannesburg on the South African Airlines website, leaving January 4th 2016. A week later, I received an email notifying me that the flight times had changed and that I need to log on to their website and accept these changes. The change was a little inconvenient, but I did it anyway. Three days later, I got another email notifying me of a change that required me to visit their website. Again, the change was inconvenient, but I accepted. Then another email came. At that point, I tried to contact their customer service department by email to work out what was going on. I didn't want to call their pay number from abroad for obvious reasons, but I kept getting emails notifying me of changes to my flight times without any response from their customer service department. It took multiple complaints to many different branches of the same airline before they finally sent me an email message essentially telling me that if I didn't like their service I could cancel the booking, by which time fares on that route had risen more than 40%. I raised this issue with them and, after many emails backwards and forwards, they promised to look into alternatives and get back to me. That was exactly one month ago and I've not heard from them since. I'm actually quite impressed by how little they care.",Couple Leisure,Economy Class,CPT to JNB,December 2014,1.0,no,,,,,1.0,,
47,south-african-airways,2015-01-28 00:10:00,,"Smooth check in and orderly boarding. Aircraft interior well appointed and clean. FA's were attentive and professional. Dinner and breakfast were tasty although the portions were rather small. Wines were very good. IFE had a reasonable selection of movies. The seat was narrow but comfortable and the duvet, bed cover and the pillow were great. I had a comfortable sleep for a good portion of the flight. Flight left on time and arrived early. My luggage was waiting for me after I cleared customs and I really liked the idea of a designated luggage area for Priority Passengers. Overall, my first experience with SAA was very good.",Business,Business Class,GRU to JNB,October 2015,3.0,yes,A330-200,4.0,5.0,4.0,4.0,4.0,
48,south-african-airways,2015-01-26 00:10:00,,"As usual on SAA old planes and seats, staff seldom attentive to clients needs. Worse of all for a country where the food is good and the wines sometimes great, the catering in Business Class is horrible. As for the wines the person selecting them must choose the worst that is available in the country.",Business,Business Class,JNB to MPT,October 2015,2.0,no,A319,2.0,2.0,1.0,3.0,1.0,
49,south-african-airways,2015-01-22 00:10:00,,"South African Airways flight from Heathrow to Johannesburg was the worst experience of my life. They changed my seat at the gate, after I had made an effort to book one next to the aisle the day before. The guy serving drinks told us we had get a drink for the dinner as well cause we wouldn't be able to do it later. The duty free lady went to sleep after I asked her to sell me a watch - and she said she would go and get it. Flight attendants rude all the journey. My luggage had remained in London, they promised me they would deliver it to my address in Swaziland - and three days after I landed and at least a dozen calls to SAA and Airlink, I had to go and pick it up from the airport (one hour and a half drive from where I live).",Solo Leisure,Economy Class,Heathrow to Johannesburg,October 2015,1.0,no,,1.0,1.0,3.0,1.0,3.0,
50,south-african-airways,2015-01-21 00:10:00,,"Munich to Johannesburg with South African Airways. A broken seat with no alternative, so 10.5 hours of extreme discomfort. The ground staff who cover the spectrum from disinterested to downright rude. No service orientation and a severe attitude problem. Waiting for my return flight at this moment. Delayed indefinitely and not a word from South African Airways about why, when etc.",Business,Business Class,MUC to JNB,October 2015,1.0,no,A340-600,1.0,2.0,2.0,1.0,1.0,1.0
51,south-african-airways,2015-01-15 00:10:00,,"There was no way to make a seat selection online with South African Airways. I couldn't even find out the seats we had until airport check-in, and it was a full flight. Eleven hours in the center and center - no aisle or window seat for either of us. Also, the food was bad, the planes old (two planes, round trip), and the entertainment system was two or three generations old - clunky.",Couple Leisure,Economy Class,Johannesburg to Frankfurt,September 2015,3.0,no,A340,3.0,2.0,2.0,4.0,2.0,
52,south-african-airways,2015-01-15 00:10:00,,"South African Airways from Lusaka to Johannesburg, paid for an upgrade to business class, service, meal and wine very good, flight on time. From Johannesburg to Heathrow economy class, flight was okay, seat normal economy, meal and service was good but inflight entertainment was not working. Flight was delayed by an hour so missed the connecting flight to Lisbon, was told no problem we are booked on the next flight two hours later. Return journey was a disaster. At TAP (SAA codeshare with TAP) counter in Lisbon airport was told we were booked on the flight to London but that was it. Went to the TAP ticket sales desk, they said it was not their problem and I should contact SAA. After well over an hour on my mobile (can’t wait to see the bill) phoning the SAA call centre in Johannesburg the problem was fixed, apparently someone had forgotten to cancel the ticket on the flight I missed (due to delay) and so it appeared as a “No Show” and therefore automatically cancelled my return leg. The TAP flight from Lisbon was delayed so I missed the first flight to Johannesburg, fortunately they got us on the next flight two hours later but my wife and I were seated in the middle of the plane in different rows. Service and meal on the flight was good but once again the inflight entertainment system was not working. Due to the delay I missed my flight to Lusaka and was booked onto the next flight. A few points for future travel - I will not fly on any route that has Code sharing - we are bombarded with how great all these airline alliances are for us but no one wants to take responsibility for any stuff up, they just leave you to your own devises.  Why do airlines advertise how wonderful their inflight entertainment is – you buy into it, pay for it, and get no compensation when it’s not working.",Couple Leisure,Economy Class,LUN to LIS via JNB / LHR,October 2015,4.0,yes,A330 / A320 / B737,3.0,5.0,5.0,1.0,,
