,Subject,date_published,verified,review_text,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,value_for_money,recommended,wifi_&_connectivity,inflight_entertainment
24,egyptair,2016-01-01 00:01:00,,"Flew Egyptair and the flight was almost empty from Bangkok to Jakarta. The check-in staff were helpful. The economy cabin was not clean and I could still see a lot of rubbish from the previous flight. The cabin crew were unfriendly and rude. They did not welcome passengers entering the aircraft. The food was served very quickly. I only had 5 minutes to enjoy my foods and suddenly the cabin crew just took back my unfinished food without asking if I was ready or not. The price for Bangkok to Jakarta sector was OK for the full service airline, in comparison with other airlines which offer the route. I do not recommend this airline and will not book flights with them in the future.",Boeing 777-300,Solo Leisure,Economy Class,BKK to CGK,December 2015,3.0,1.0,1.0,4.0,3,no,,1.0
25,egyptair,2015-01-31 00:12:00,,"Cairo to London Heathrow, and Egyptair looks as though it might be beginning to get its act together. Check-in at Cairo was very quick and efficient. The business class lounges were however very crowded, and not at all relaxing. Cabin service was attentive and cheerful. The quality of the food is improving but there is still a long way to go before it is comparable to 4 star airlines. Still no announcements from the flight deck.",Boeing 777-300ER,Business,Business Class,CAI to LHR,December 2015,4.0,4.0,3.0,4.0,3,yes,,4.0
26,egyptair,2015-01-29 00:12:00,,"Egyptair flight from Toronto to Dubai via Cairo on December 28 was a terrible experience. There was an initial delay where we were told that there was a malfunction on the plane. Then 2 hours later the flight was cancelled with no or minimum announcement. No crew members were available to answer questions nor they did have answers. The flight was re-booked for the next day, and was set to arrive on the 31st at 3am. I had an appointment on the 30th that I needed to get to so I asked to talk to customer service. This was another terrible experience as the constant answer I was given was 'no I can't do that'.  I believe that Egyptair needs to change its attitude towards issues regarding cancelled flights. Please avoid, as if something goes wrong, you are on your own.",,Solo Leisure,Economy Class,YYZ to DXB via CAI,December 2015,,,,1.0,1,no,,
27,egyptair,2015-01-28 00:12:00,,"Abuja to Cairo. I've flown Egyptair numerous times and they are good value, offer a 46kg baggage allowance in economy and are much cheaper than the competition. Best thing is that few Egyptair flights are full so you often have a row to yourself, and there is plenty of food on board. It's a state carrier so some staff are not trained up like in Europe but I always found them helpful. I never lost a bag or missed a connection. Yes there is no alcohol and the entertainment system is pathetic in economy class. Just bring a good book.",,Solo Leisure,Economy Class,ABV to CAI,December 2015,3.0,4.0,5.0,3.0,5,yes,,1.0
28,egyptair,2015-01-24 00:12:00,,"I was a little skeptical before flying Egyptair but it was a nice surprise. The flight from Cairo to Barcelona was great,  staff was professional and kind. Great choice of food on offer. I tried and absolutely delicious beef stew. The plane was half empty so I got a nice nap in the back.",Boeing 737-800,Business,Economy Class,CAI to BCN,December 2015,5.0,5.0,4.0,4.0,5,yes,,4.0
29,egyptair,2015-01-14 00:12:00,,"I reckon most reviews are done after negative experiences. But I have recently flown both Business and Economy with Egyptair, both on 6-hour flights on different routes (Cairo to London). The seating in both was far more comfortable and spacious than BA, the food excellent, and the cabin staff great. They also have good entertainment systems and a wide up-to-date choice of films. Also very good value in economy. I have a feeling this is a very underestimated airline, and I will fly them as preference again.",,Solo Leisure,Economy Class,Cairo to London,December 2015,4.0,5.0,5.0,3.0,4,yes,,5.0
30,egyptair,2015-01-07 00:12:00,,"Egyptair from London to Cairo. Departed 30 minutes late but made up the time en-route. The cabin staff were pleasant and helpful. The food was pretty average. Two negatives : first, no announcements from the flight deck were provided, and on arrival a large number of economy passengers invaded the business class section before any business class passengers had de-planed. It was a complete shambles.",Boeing 777-300,Business,Business Class,LHR to CAI,December 2015,3.0,3.0,3.0,3.0,3,yes,,3.0
31,egyptair,2015-01-03 00:12:00,,"10 hrs late leaving Accra, missed connection in Cairo, changed route to Yangon and in the process (without informing me), and Egyptair deleted all my return flights. Despite having the tickets in my hand not allowed to board the flight home. Left stranded in Yangon and Egyptair are now saying I have to purchase another flight to get home - no compensation for tickets they accidentaly deleted from their system when they chose to re-route the flight here, or for extra hotel costs or stress or anything. Any airline that messes up so badly they leave their passengers stranded in a foreign nation is best  avoided. When they won't even let you on the flight paid for, the rating for everything is 0.",,Solo Leisure,Economy Class,ACC to YGN via CAI,November 2015,1.0,1.0,1.0,1.0,1,no,,1.0
32,egyptair,2015-01-02 00:12:00,,"I traveled via EgyptAir during my latest trip to Paris from Cairo. The ground services at Cairo Airport was acceptable if we exclude extensive security checks. I was allowed to check-in two bags for free. The outbound flight was fine except for a malfunctioning controller for the entertainment system and mostly aged cabin crew members. The food was not bad for me. During my inbound trip, the ground services at CDG allowed me to only check-in 1 bag, while they asked me to pay for the other one, and that was not acceptable. I was not notified about this situation before the flight. Fortunately, however, the other one was small enough to be taken in the cabin. The flight was initially delayed for about 45 minutes. The cabin crew were much younger this time while were mostly males. The entertainment controller did work this time, but I had a broken USB port! I believe that Egyptair seriously needs to change its attitude towards baggage issues. It used to be my favorite airline and a source of national pride to me, but not anymore!",A330-300,Solo Leisure,Economy Class,CAI to CDG,November 2015,3.0,2.0,3.0,1.0,3,no,2.0,3.0
33,egyptair,2015-01-01 00:12:00,,"Cairo to London return, and Egyptair is reliable in always taking off late and serving terrible food. On my outward journey a 40 mins delay, according to the Captain our delay was caused by busy air traffic over Cairo (ironic and difficult to believe under the circumstances). Inbound journey arrived late from Cairo and we departing 1 hour late. The only thing this airline has going for itself is the baggage allowance of 46kg. Otherwise, avoid as it is very mediocre.",Boeing 777,Solo Leisure,Economy Class,CAI to LHR,December 2015,3.0,2.0,1.0,1.0,2,no,,1.0
34,egyptair,2015-01-01 00:12:00,,"Egyptair flight from Cairo to Toronto on November 21st 2015 on MS995 was a terrible experience. The flight was delayed 3 hours, was supposed to take off at 1:15am instead took off after 4:00am whilst we were inside the airplane with no or minimum announcement. Around 3:30am the airplane was fully shut off for almost 5 to 10 minutes, which caused state of panic as there was no lights. No crew members were available nor they did have answers. Then the captain made announcement that the airplane is fully functional now, some passengers yet wanted to get off the plane, crew refused at the beginning and then advised no refund would be applicable. The crew members responded to concerns ""we are here since 10 PM"" raising there voices on passengers. We finally took off while everyone was tensed, when we arrived no apology from the captain or even any announcements. Terrible experience.",,Solo Leisure,Economy Class,Cairo to Toronto,November 2015,2.0,2.0,3.0,1.0,1,no,,1.0
35,egyptair,2015-01-17 00:11:00,,"Cairo to Hurghada with Egyptair. Check in was fairly smooth and lounge access at Cairo Domestic was okay. Not much on offer in the lounge besides some sandwiches. Food offered onboard was almost ok for such a short flight, but only given to those in business class. Business class seats were just economy seats with the first four rows separated from the rest by a curtain. It was impossible to understand the flight attendants when they were speaking English. Even their Arabic was poor according to another passenger on the flight. Flight attendants not friendly and not interested in their job. The aircraft was very dirty inside and you could not see out of the windows properly suggesting the outside of the plane could have also been cleaned. Overall it wasn't a great experience on the flight and I wonder how this airline is part of the Star Alliance.",Embraer 170,Business,Business Class,Cairo to Hurghada,November 2015,3.0,1.0,2.0,3.0,1,no,,
36,egyptair,2015-01-14 00:11:00,,"Egyptair is probably the weakest link among the Star Alliance network. During this trip aside from experiencing a very unfriendly attitude from the flight crew including the burnt hot dog omelet breakfast which they never replaced, they also managed to lose my bags upon arrival. Bags do get lost and this is common to all airlines. However what shocks me is that Egypt Air agrees to compensate me for the loss of my bags but never actually pays (it has been six months now). They don't even answer my e-mails requesting an explanation on the situation and their call center tells me to e-mail the baggage services. This is an endless pernicious loop of irresponsibility. Egyptair is unworthy of Star Alliance.",,Business,Economy Class,CAI to DXB,May 2015,2.0,1.0,1.0,1.0,1,no,,1.0
37,egyptair,2015-01-09 00:11:00,,"We flew Egyptair from Milan to Cairo return, as well as Cairo to Luxor return.  The flights were fine. The food was ok, but passable considering. (No liquor). The seats were comfortable and had a reasonable recline. The service was polite and friendly for the most part. The fast track service through passport control and security, as well as lounge access made the moderately higher price well worth it for Business Class. When arriving in Luxor and Cairo (where we had to disembark away from the gates) they had a separate shuttle bus for Business Class passengers to take you to the terminal. Another nice perk. However, on each of our four flights the pilots were smoking in the cockpit throughout the flight - this is despite ""no smoking"" stickers plastered everywhere for passengers of course. The smell and eye burning that occurred throughout each of our flights, made this at times unbearable. After our first flight I googled the issue, and it appears this is a common occurrence by the pilots on EgyptAir. They obviously don't care or it wouldn't be tolerated, but this should be banned asap! I'd recommend this airline if they enforced a ban on smoking for pilots inflight.",Boeing 737-800,Couple Leisure,Business Class,MXP to CAI,October 2015,3.0,4.0,2.0,4.0,3,no,,3.0
38,egyptair,2015-01-03 00:11:00,,"I enjoyed my Egyptair flight from Alexandria to Casablanca, the staff is vey helpful and friendly. The pilot was very professional even in his annoncement because we were delayed becuse of airport traffic. Egyptair need to work on the inflight entertainment as it was 6 hours flight.",,Business,Economy Class,Alexandria to Casablanca,August 2015,3.0,4.0,4.0,4.0,3,yes,,1.0
39,egyptair,2015-01-02 00:11:00,,"Flew on Egyptair from Athens to Jeddah via Cairo. Was delayed leaving and arrived slightly late, however they waited for us to arrive and took us by bus to the connecting flight. The flight to Jeddah from Cairo was by a new Boeing 777. Very spacious and nice plane. A big positive for this airline is that they allow 2x23kg baggage per passenger in Economy which is a big plus for me. Service good and all in all a good experience.",Boeing 737-800 / 777-300ER,Business,Economy Class,ATH to JED via CAI,September 2015,5.0,4.0,4.0,5.0,5,yes,,4.0
40,egyptair,2015-01-01 00:11:00,,"Flew Egyptair from Athens to Khartoum and return to Vienna, via Cairo in both directions. CAI-VIE being served by Austrian. These flights were quite comfortable. The food was surprisingly good, but it's a pity that they don't serve alcoholic drinks as a glass of wine would come handy. All flights on time or early. Cairo airport is really impressive after all the rebuilding, although cafeterias and restaurants are pricey.",Boeing 737,Business,Economy Class,ATH to KRT via CAI,October 2015,4.0,4.0,4.0,4.0,5,yes,,
41,egyptair,2015-01-22 00:10:00,,"We were on our way to Nairobi for a safari. We flew Egyptair from London to Cairo to catch another plane to Kenya. Our A330 aircraft was showing its age, and our seat in business class was also a little worn. The business class section had 2-2-2 seating, and it was fully booked. Our seats came down at an angle to the floor. Since it was a five hour afternoon flight I didn't need to sleep. But I think the seat should allow for adequate sleeping if the aircraft were taking passengers on an overnight flight. The food selection was just okay, much worse than airlines such as Lufthansa or Air Canada. The cabin service was also not at the same level. However Egyptair has come a long way since we last flew business class with them ten years ago from NYC to Cairo. But they still have a way to go to catch up with the other members of the star alliance.",A330,Couple Leisure,Business Class,London to Cairo,September 2015,3.0,3.0,2.0,4.0,4,no,,
42,egyptair,2015-01-17 00:10:00,,"Egyptair is for sure the worst airline I have been on, and should not be part of Star Alliance. Since its the only direct flight between Cairo and Khartoum I am forced to take it. I was supposed to fly on the night flight leaving 4am, arrived at the airport three hours earlier to find the flight delayed for an hour which was acceptable. When I went to check on the status their staff closed the office and left - all of them disappeared leaving passenger waiting outside the airport with no info, so you had no idea to go home or stay. The next time we saw them was at 9 am - they were rude and did not care, providing no info on when the flight will take off. Eventually it took off 12 pm next day, an 8 hour delay. Plane was dirty, crew was rude, no food was served as it expired and no one cared providing an apology. Their crew even said we were stuck like you, so dont complain - although their crew spent the night at a hotel unlike the passengers who spent it on the street in front of the terminal. Avoid these guys at all cost in the future.",A320,Solo Leisure,Business Class,Khartoum to Cairo,October 2015,2.0,1.0,2.0,1.0,1,no,,1.0
43,egyptair,2015-01-17 00:10:00,,"Connecting from Istanbul with Turkish I had plenty of time to spent at the T3 which is supposed to be the new airport, but that's the worst terminal I ever been. The first lounge I approached had to close at 11pm so I moved to another one until a gate was dedicated for my flight. Security check at boarding gate pretty slow and rude. As I don't need a visa for Canada the guy insisted to run an investigation why I am going to Canada and wanted pretty much personal data. Push back delayed by almost 60 minutes. Aircraft pretty good but the purser was totally unrelaxed. Upgrading of Egyptair staff family and friends at the aircraft door is another issue I was amused by. Food was ok but for a business class pretty lame. IFE is outdated. After landing they first disembark the C class pax in the front section while I was seated in the second section I was forbidden to leave. As I had no luggage I was a bit surprised about this action. I told the purser that's pretty lame and rude. The return flight was the same disaster. Rude check in people. Chaotic boarding. 1hr delay for departure. Arrived on time but in a bus gate. Pretty lame to disembark 309 pax through a bus gates even the large jetways were empty. Baggage delivery took 30 minutes. I would not recommend Egyptair when served with the old A330-200.",Boeing 777-300ER,Business,Business Class,Cairo to Toronto,October 2015,4.0,2.0,2.0,1.0,3,no,,2.0
44,egyptair,2015-01-17 00:10:00,,The Egyptair check in went a little slow even at the C Class counter. Fast track for immigration was good. The lounges are overcrowded in the morning hours with very poor selection of food and beverages. Before Boarding another slow security check and stupid questions from the security guard. Flight was delayed due to no reason for almost 1 hr. The service in business class is poor. IFE is outdated. Arrival in FRA at a bus gate that's 20 mins away from terminal. Bags was delayed by almost 45 minutes. Pretty disappointing. I recently recommend to check KLM or Turkish on this leg.,Boeing 737-800,Business,Business Class,Cairo to Frankfurt,September 2015,2.0,3.0,2.0,1.0,1,no,,2.0
45,egyptair,2015-01-12 00:10:00,,We boarded at 22h40 and when we got to the runway we turned around. The Egyptair pilot said there was a documentation problem and we would be delayed for 15 minutes. We sat in the plane with no aircon. 2 hours later the captain speaks again and says the problem is sorted and we need to refuel and we would leave in 10 minutes. The next time he spoke to us was 2.5 hours later when we were ready to go. 5 hours in the plane with no aircon before take off. Toilets were unable to flush and we were given a cup of water in all that time. In flight entertainment was like it was in the early 90 s. We got our next drink with breakfast. Breakfast was basic and stale. Staff were rude. They didn't bother to update the flight info and my wife arrived 4 hours early. They should not be part of the Star Alliance - avoid them at all cost.,A330-220,Family Leisure,Economy Class,Cairo to Johannesburg,October 2015,2.0,1.0,1.0,1.0,1,no,1.0,1.0
46,egyptair,2015-01-06 00:10:00,,"London to Luxor via Cairo. flight London to Cairo on A330-300 was on time. Comfortable seating with adequate legroom for economy class. In flight service good. Crew pleasant. Food and beverage service of acceptable quality. Inflight entertainment okay if you speak Arabic and enjoy shockingly bad ""action movies"".  Internal flight Cairo to Luxor on Embraer 170 offered drinks service only, but flight just one hour. Luxor to London on Boeing 737-800. Comfortable enough seating but narrow and with very restricted space and legroom inadequate. Seat backs involuntarily recline on a number of seats around us which added to the space problems and general feelings of dissatisfaction. Cabin crew pleasant, food inedible. Flight left on time but with addition of stacking over London Heathrow flight extended to very nearly six hours. A seriously unpleasant experience. There are only two lavatories for 132 economy passengers on the Egyptair Boeing 737-800 which doesn't work.",A330 /  EMB170 / Boeing 737-800,Couple Leisure,Economy Class,LHR to LXR via CAI,October 2015,2.0,3.0,1.0,4.0,3,no,1.0,1.0
47,egyptair,2015-01-05 00:10:00,,"I I was in Milan airport 12pm waiting for my flight to Cairo by Egyptair flight at 6pm. I've been waiting for my flight until 10pm when the crew decide to cancel our flight to next day at 2:30pm.  They manipulated us for 4hrs until they announced the cancellation of the flight and booked us an hotel 1hr away from the airport. We were at the hotel by 00am and we had to checkout by 11 and take a bus to the airport by 12pm Friday for the flight at 2:30pm. The hotel announced that we would have our lunch at 12pm same time of the departure from the hotel and nobody from egyptair showed up, the bus came at 2 and we were at the airport at 3pm where we found there was not a flight at 2:30pm - the next flight was 6pm were fully booked and not enough seats for everyone so we should wait for another plane either at 9pm or 12:10am on Saturday. The Egyptair representative refused to return us to any hotel and offered me either to wait for a 12:10am flight or he would book an hotel and take next day flight and that was what I have chosen. He refused as is not worth it to stay in hotel for next day while I can wait much longer at the airport for night flight. The flight came at 11pm and ready for take off at 00am, but the flight has been delayed again to 1am. We had the worst plane ever, uncomfortable seats, unwelcomed crews and dirty. The seat even does not lean back. I would give it a zero star but i have to pick at least one. I would not recommend it at all.",,Solo Leisure,Economy Class,Milan to Cairo,October 2015,1.0,1.0,1.0,1.0,1,no,1.0,1.0
48,egyptair,2015-01-04 00:10:00,,"Flew Egyptair from Cairo to Barcelona and back, with both sectors operated by Boeing 737-800s. First leg was a morning departure from Cairo, which is when the majority of Egyptair flights to Europe leave from Terminal 3. Be prepared for queues at security and check-in. At check-in requested, and was assigned exit row (extra legroom) seats. Onboard professional and attentive crew. Passenger passed out mid-flight and this was dealt with in a professional manner. Seats comfortable enough. No personal IFE, only radio and overhead monitors, so be prepared to take a good book or chat with your neighbor. Crew did a drink run in the beginning followed by the lunch service (chicken or meat). Meat was served with pasta in bechamel, and one of the better meals I've had with the airline. On-time arrival into Barcelona. Return there was a 2-hour delay which we were informed of at check-in). Passengers were given meal coupons valid at a number of food outlets. Flight left 2 hours behind schedule. As this was a flight going from west to east, the winds were with us and flying time was just 3h50 compared to 4h15 coming over. Again, pleasant in-flight service and an adequate meal (the hot dish was catered from Barcelona and was chicken or beef). Egyptair gives 2x23kg baggage allowance. Would recommend.",Boeing 737-800,Solo Leisure,Economy Class,CAI to BCN,October 2015,4.0,3.0,3.0,4.0,4,yes,1.0,1.0
49,egyptair,2015-01-01 00:10:00,,"My first time on Egyptair from Amman to Cairo, and will be the last. There was a mass scrum at check in. Flight as delayed for 4hrs and we sat on the plane. When one passenger asked why, the stewardess began to shout at the gentleman in Arabic. Rude flight attendants. Old decrepid plane. The cabin safety video did not work.",,Business,Economy Class,Amman to Cairo,October 2015,2.0,1.0,,1.0,1,no,,
50,egyptair,2015-01-25 00:09:00,,"Comfortable Boeing 737 aircraft in business class, and pleasant crew on my Egyptair flight from Cairo to Madrid. The food choices were adequate and I was pleased with the onboard service. The inflight entertainment was mediocre at best, but luckily I brought my own media along. In summary, I would happily fly Egyptair again.",Boeing 737,Business,Business Class,Cairo to Madrid,September 2015,4.0,5.0,5.0,4.0,5,yes,,2.0
51,egyptair,2015-01-11 00:09:00,,"Egyptair is not fit for purpose. They are so laid back, unprofessional and quite rude.  We booked 5 seats round trip Sharm el Shiekh to Cairo. We made sure that our tickets were all confirmed both ways. On our return trip, we arrived at Cairo Airport, progressed to the check-in desk only to be told that ""the flight was overbooked and there were no seats available"". We were then told to take a seat and someone from Egyptair will come to talk to us. The Ground Crew were not busy at all other than talking rather than focusing on the service that they were meant to deliver. Having waited for 20 minutes for a member of Egyptair to come and explain to us the reason behind their cock-up and why they allocated our confirmed seats to somebody else, but to no avail. I then approached the check-in desk to enquire why nobody has been to see us. About 10 minutes later someone appeared and came to talk to us. He did not offer any apology or exeplanation why they allocated our confirmed seats to somebody else. Clearly this demonstrates the behaviour and the unprofessional conduct of their practice which had become apparent. They compensated us with 3 seats only @ 235.00 LE each and they refused to compensate for the other 2 seats, making their own law. I tried to resolve the issue with Egyptair, but no one wanted to know and they should be ashamed of themselves.",,Family Leisure,Economy Class,Sharm el Sheikh to Cairo,August 2015,2.0,1.0,1.0,1.0,1,no,,1.0
52,egyptair,2015-01-01 00:09:00,,"I am one dissatisfied Egyptair customer. I booked 2 roundtrip tickets Istanbul to Cairo on the Egyptair website. Travel was scheduled for April 2015. Because of bombings in Cairo, Sharm el Sheik, Alexandria later the week of March 11, my Egyptian host and I decided we should cancel the trip since those were our destinations. I cancelled the tickets in the computer on March 16th. I cannot get any response from Egyptair even though I have tried for months. Don't book your trip with Egyptair because if you cancel the tickets for good cause, you will not get any money back nor will anyone from Egyptair have the courtesy to answer phone calls and emailed messages.",,Solo Leisure,Economy Class,istanbul to cairo,March 2015,1.0,1.0,,1.0,1,no,,
53,egyptair,2015-01-24 00:08:00,,"We flew Egyptair with two 8 month old infants and a 10 year old child. I contacted Egyptair to reserve cots for my twin boys and the person I spoke to said it can't be booked over the phone, we need to make sure we there 5 hours before so we can check in first to get the cots. On the day of travel we got to Heathrow 5 hrs before departing and checked in first. I asked the man who checked us in if he booked us the cots and he said yes, it's all booked. When getting on the plane to Cairo he didn't book our cots and we were on normal seats where we had to keep our twins in our arms for whole flight. When arriving in Cairo we were looking for our pushchair, as they said we will get it when getting off the plane, and it wasn't there. So had to carry our twins around for our 2.5 hour transit. When asking ground staff where our Pram was, they were rude and said we don't have time to get our Pram. Finally when getting on our next plane to Johannesburg they gave us the right seats but only with 1 cot. They didn't even have baby seatbelts like other airlines. When arriving at Johannesburg, again our Pram wasn't there when we got off the plane. I will never fly with Egyptair again!",,Family Leisure,Economy Class,London to Johannesburg via CAI,August 2015,1.0,1.0,1.0,1.0,1,no,,1.0
54,egyptair,2015-01-13 00:08:00,,"Airport experience was terrible. Hassled to make payment to someone who places your luggage on the security belt - this is prior to entering the check-in area. I refused to let him take my luggage and placed it on security belt myself. Check-in process was long, but staff were quite helpful in the business/gold class section. Finding the lounge was difficult but eventually found it - although the facilities are not to the standard in other airports. Aircraft was an ancient small 737-500 with very uncomfortable seats, and a very bad mannered crew. This aircraft was all white and had no Egyptair livery. The temperature in the cabin was very hot. Food was not nice and the cabin was dirty. Heavy delays coming into Istanbul due to air traffic. Will try to avoid this airline where possible.",Boeing 737-500,Business,Economy Class,Cairo to Istanbul Ataturk,August 2015,1.0,1.0,1.0,2.0,1,no,,
55,egyptair,2015-01-13 00:08:00,,Smooth check-in via airport self service kiosk. Boarding process delayed and chaotic. Passengers mostly unable to follow instructions and place bags in overhead lockers. Disinterested cabin staff during the flight. Cabin crew not enforcing any safety requirements especially when passengers are opening over head lockers while plane is taxiing. Plane was dirty with food remnants and stains on tray tables from previous flights.,Boeing 737-800,Business,Economy Class,Istanbul to Cairo,August 2015,2.0,1.0,1.0,2.0,2,no,,1.0
56,egyptair,2015-01-07 00:08:00,,"I flew Egyptair 5 years ago and was impressed. This time I was disappointed with the level of services on board, food, and the staff. Staff went through the plane before take off casually yelling: belts, belts, straighten your seats. English was not formally used assuming that most of us spoke Arabic as our first language, we actually had English only speaking travellers who were not impressed. After serving the first meal, the lights were turned off for 6 full hours. To make things worse, the seatbelt lights were constantly on even though we didn't have much turbulence. People were looking for drinks but staff were not to be found. I finally decided to get up and look for water and found 3 attendants sitting in the back, when I asked for water she pointed at the lights as if I'm to be blamed for getting up after 3 hours of waiting. Staff avoid eye contact to avoid requests.",,Family Leisure,Economy Class,Toronto to Cairo,July 2015,3.0,1.0,1.0,2.0,3,no,,3.0
57,egyptair,2015-01-06 00:08:00,,"My husband and I were travelling to Egypt for a long weekend break. On arriving Nairobi airport, there was a 30 minute delay on the flight (acceptable), so the flight was leaving at 8.30 instead of 8.00am. We boarded the flight and by 8.30 we were ready to take off. Then there was an announcement that there was a mechanical problem and will be sorted in 5 minutes, those 5 minutes turned into 2 hours and all passengers were getting apprehensive as the crew kept on saying 5 minutes and then we were told to disembark. So everyone got out of the plane and within literally 5 minutes we were all called back on, saying the flight is now ready. We all boarded and guess what sat in the flight again for two hours with the same 5 minute story. At 12.30pm we were told the flight is now cancelled and to disembark again and would be given more information outside. We waited for another 1 hour for our bags and the crew told us that they are trying to get another flight on the same day (Saturday) or we wait will Monday to fly out as they don't fly on sundays. Considering we were coming back on Tuesday that was a pointless option, we then spoke to the Egyptair Nairobi Airport Manager who said there was no way we would fly on the same day so we had to wait till Monday. His assistant told us that there was an Ethiopian airline flying in a couple of hours if we wanted to take that and then return with Egyptair on Tuesday as schedules. They agreed to the same and signed our ticket for a full/part refund. We even double checked with him if we flew with Ethiopian airline one way to Cairo would Egypt air refund our one way ticket - to which he said yes and even spoke to our travel agent on the phone. We then took the Ethiopian airlines (paid extra) and reached Cairo. Its an amazing city with amazing people. On the way back on Tuesday, Egyptair had cancelled our return so we had to get that sorted and after another 3 hour wait in the flight due to mechanical fault again the flight took off and got to Nairobi not forgetting we reached work late on Wednesday because of the flight delay. Back in Nairobi when our travel agent asked for the refund to get sorted from Egyptair, it took them a month to reply and they said they will not refund our one way ticket.  This is the most ridiculous customer service we have ever received especially after all the inconveniences caused to us by Egyptair. Wasted 8 hours at the airport, had to take another flight and spend extra money and not one person from Egyptair apologized or even cared. A good number of us used Ethiopian airlines that Saturday as Egyptair promised a refund.  It is the most horrible airline and I would not recommend anyone to travel with it.",,Couple Leisure,Economy Class,Nairobi to Cairo,June 2015,1.0,1.0,,1.0,1,no,,
58,egyptair,2015-01-29 00:06:00,,Seat is comfortable and service was surprisingly good. Food was also good. Lack of good entertainment and poor pilot announcements is a disadvantage. Ground service in Cairo Airport was nothing memorable.,Boeing 777,Family Leisure,Economy Class,YYZ to JED via CAI,June 2015,4.0,3.0,4.0,3.0,4,yes,,2.0
59,egyptair,2015-01-04 00:06:00,,I consistently use Egyptair to visit family in France and the UK. It is my favourite airline because of the comparatively low ticket prices ability to change route and dates on tickets on even the cheapest tickets (also refundable) booked directly with the airline and the 46kg baggage allowance where other airlines only permit 20kg. The CAI-CDG and CAI-LHR routes are mostly served by newer Airbus 330s which are vastly superior to the old Boeing 777s. Pay attention to the aircraft type which is displayed when booking on the Egyptair site. I would not travel on a 777 with a young baby for instance as there is nowhere to place the bassinet except on the floor by your feet and they do not allow you to bring a car seat. There are also no infant seat belts as they claim these are unsafe. The 330 in contrast is pretty comfortable with a wide choice of inflight entertainment and good leg room in the front row. Food is fine. Kids meals are larger than the adult meals and are usually pasta with tomato sauce plus grilled chicken breast. Adult meals are bread roll plus butter with a main meal of rice plus meat plus sauce. You have a choice of red meat chicken or fish. The dessert is usually inedible and 80s looking. Staff have always been polite and accommodating especially when I was flying alone with young children. It is certainly not a premium airline but if cost and flexibility matter to you then I would recommend them for shorter flights. Take care always to book directly with them though so tickets are refundable.,,,Economy Class,,,4.0,4.0,3.0,,5,yes,,4.0
60,egyptair,2015-01-31 00:05:00,,LHR-CAI-JNB and return. Both ways the aircraft to and from London to Cairo was much newer than that from Cairo to JNB and back to Cairo. When did they ban smoking on aircraft? The flights from Cairo to Joburg still had ashtrays in the seats and toilets! The food was awful the worst that I have ever had on a flight from England. The staff were efficient enough but smiles were few and far between. I am going back to Turkish.,,,Economy Class,,,2.0,4.0,1.0,,3,no,,2.0
61,egyptair,2015-01-29 00:05:00,,"JFK (NY) to Jeddah via Cairo on May 26th. I travel every 6 weeks from New York to Saudi Arabia. This was my first and most definitely the last time on Egyptair. Unfortunately I have nothing positive to say about this airline. Business class seat was OK but the service and food was horrible. If you have flown with premium airlines like Qatar and Emirates then you are in for a shock. After getting on the plane no one acknowledged or welcomed me during the whole flight. After 20 minutes I was offered a hot ""paper towel"" followed by a choice of orange or guava juice. No one even said Hello to me during the whole flight. Food was served in a rush. Horrible dried out food. No snacks during the flight. Bags of nuts were distributed when plane was about to land at Cairo. Breakfast was worse than the dinner. IFE was not good at all with cheap head sets. Amenities bag was actually a zip lock bag. My completely unbiased advise - stay away from this airline.",,,Business Class,,,3.0,1.0,1.0,,1,no,,2.0
62,egyptair,2015-01-27 00:05:00,,Flew from Athens to Cairo and back. Aircraft I flew one of the very few Egyptair planes I have seen which still had the old paint scheme giving you some idea of the age of the plane. Inside aircraft upholstery did seem rather old and there were scratch marks on the wings and engines. No inflight entertainment system. Food was pretty good and cabin crew welcoming and pleasant. Boarding starts 1 hour before take off in most cases so hold this in mind when planning a journey. There was not much room in the seat and I felt cramped. When I transferred to another airline to catch my connection I appreciated just how cramped Egyptair was.,,,Economy Class,,,2.0,4.0,4.0,,3,no,,1.0
63,egyptair,2015-01-20 00:05:00,,Flight 848 May 13. Flight 753 May 16. My recent flights experiences with Egyptair Business class were very positive. I had much more space and better food than on recent flights with American and BA. All flights were on time and the service was excellent. The flights attendants were positive. Both cabins were clean and there were English newspapers/magazines. I watched a total of four recent movies and had no complaints with the entertainment system. Additionally there was more than enough food offered during the flight. Since I do not drink alcohol I had no issues with their beverage selection. Both lounges Casablanca and Cairo were adequate. I had Internet access and a seat. The lounge staff in CAI were very nice and I enjoyed a coffee and croissant before departure. The restrooms were clean. My only concern was the boarding process at CAI. Although check in and security through business class were fairly easy I found the boarding process at the gate very disorganized. Just make sure you give yourself plenty of time to get to your gate! Once onboard - piece of cake. EgyptAir offers a strong product at a good rate. I will definitely use their business class for future trips to No Africa.,,,Business Class,,,4.0,5.0,4.0,,4,yes,,4.0
